type,subtype,name,street,housenumber,comment,cid,osm_id,uuid,aid,source,importtime,last_edit,geom
Grün,,Menzerpark,,,,1,way/24688866,187b0c42-21e7-4aec-b7e2-c45188458537,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E864000091EB48FE91A31D41F8BCBA06EEDE5441
Spielplatz,,Menzerpark Dilsberger Straße,,,,2,way/25099700,07ae2ab7-ad7f-40a8-a8cf-de457536465b,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E864000055985AC0B7A31D4172C94C06FBDE5441
Spielplatz,,Mühlgasse 18,,,,3,way/59110627,885918a9-2b47-4fbd-b8f2-0c0556caac56,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E86400007D8316B68F9F1D41B15362BEC6DE5441
Kita,,Städtischer Kindergarten / Am Feuertor,Am Feuertor,1,,4,way/88108122,f314ec36-0473-40ed-bf16-05fd0994771e,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000B52470C855A11D411A98406C19DF5441
Grün,,,,,,5,way/123450906,1b0c643b-8453-41e2-bcde-e1df6a0a7ae6,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000C17652C6ECA01D41EAA3E6E6EDDE5441
Spielplatz,,,,,,6,way/123592659,126a2939-15d5-480a-94b2-7ed295138383,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E864000073C2A52B7EA61D41B29C5A89C9DE5441
Bus,,Stadttor,,,,7,node/268403543,07feccc8-e17f-431c-a1f6-0336b7a12aab,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000E1976E1F5AA31D4183DF3404D6DE5441
Bus,,Stadttor,,,,8,node/268403544,be94625a-ce5b-431f-86eb-3e90e7b768e0,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000CC5C5F06E6A21D4161D6597AC8DE5441
Bus,,Eisenbahnbrücke,,,,9,node/271220034,d7c27bac-bf52-4532-9105-2e185cab4b97,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000A393577A15A61D4188BCDA06EEDE5441
Bus,,Eisenbahnbrücke,,,,10,node/278845973,a6f3436a-3631-40f4-9f68-8673ceb3fb7d,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000DAE25FCCC4A51D414620E7EDF3DE5441
Bus,,Hanfmarkt,,,,11,node/280295463,c5149ca9-ee69-4f3e-b770-d6a72ef2cd62,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E86400003DB9F18E2A9E1D417E6F3EFE20DF5441
Bus,,Hanfmarkt,,,,12,node/280295465,5c25be26-e664-4a25-a658-4f95b1837f3d,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000A8C70698EA9D1D4133DB07D521DF5441
Bus,,Altes Rathaus,,,,13,node/280295467,93174519-4116-46ad-9eca-bbb82535d5b9,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E86400002BABA7241EA11D41DF606B49F5DE5441
Bus,,Letzter Heller,,,,14,node/280295470,e30570cd-1ab3-470e-b99f-16d797041c58,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E86400004A344A5899A21D410F16E0DD05DF5441
Apotheke,,Markt-Apotheke,Marktplatz,10,,15,node/283617954,e7e14988-c72c-452e-a467-107fc9f51fec,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000D23C0AADD5A01D41D5D2E55D0BDF5441
Bus,,"Schulzentrum, Neckargemünd",,,,16,node/2526031798,103a4fc7-4259-46fa-8854-262aff2b2930,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000CF7C117F3DA51D41C5C8DADCC7DE5441
Bus,,"Schulzentrum, Neckargemünd",,,,17,node/2526031799,97eb8b52-1aa7-4518-beae-d5b8ed02ac9f,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000985289C516A51D4160DD89AACCDE5441
Bus,,"Schulzentrum, Neckargemünd",,,,18,node/2526031800,9a7ce365-218a-41dc-a1d3-b136ad6fb1bd,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000EF07BBDEF1A41D41EA659254D1DE5441
Drogerie,,Pafümerie Werner,Hauptstraße,75,,19,node/6862980417,094c80d8-c3ae-4a4f-89e5-c0f5fa47f311,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000D7935690079E1D41985C08DB1DDF5441
Kita,,St. Ulrich,,,,20,node/9073350722,ec7b1c92-6156-4925-9c18-c450911536c1,1,osm,2023-03-11 13:04:40,2023-03-11 13:04:40,0101000020E8640000E40EE2BC73A01D41B5E5D795FBDE5441
Spielplatz,,Dammäckerring,,,,1,way/33481182,f2d386e0-4e2f-4aa4-ac77-dec37f82e827,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000473283D6B99B1D41F432506F9AD95441
Supermarkt,REWE,REWE,Sandklinge,1,,2,way/193414920,944427be-1f89-49da-b71c-ef32f7a082b3,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000218EB604549D1D410F799CB1E6D95441
Kita,,,Kirchenstraße,11,,3,way/247244582,9d3a65e0-a9bd-41b8-8573-b1fb0d200f0e,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E864000060200AFAD5A11D418EECA578F6D85441
Spielplatz,,Dinospielplatz,,,,4,way/263618967,72ae86b9-d46c-456b-9c8c-6f1b81da8650,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E86400004FE6F307D59F1D4128609BB5D3D85441
Kita,,Sankt Elisabeth,Kirchenstraße,11,,5,way/320120486,847328a5-a303-485a-932f-96099378b7a2,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000DBAD26DCF5A11D41981B0A4CF7D85441
Spielplatz,,,,,,6,way/321388497,ada018ef-67d2-4db3-be08-b09b6881f408,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E864000007D91BCBCAA81D41F52CA57FBFD85441
Spielplatz,,Hüttenklinge,,,,7,way/321388498,94cb77b1-40bc-47bf-bfaa-7b5587bffbdb,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E864000094FE8302A8A21D4194125D096FD95441
Spielplatz,,,,,,8,way/331153843,10887460-9241-424b-b3f6-9f1d1e2986eb,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E86400007130D6821DA01D410C820EFCADD95441
Grün,,,,,,9,way/492740454,09e20f37-e10e-445f-99f4-e3d0a1249ca7,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000E19FE9F45DA41D41C9E4789D65D95441
Kita,,Kindergarten Matthias Claudius,,,,10,way/1012465901,153489d9-4489-4956-9944-13d4b1747cee,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E864000027FC4C858AA11D411D7DDD2807D95441
Bus,,"Mauer, Abzweigung B45",,,,11,node/2640322492,72abc6ec-875c-41a1-891f-628a3e1e1bb8,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000DE395D35B59D1D411944D92ACAD85441
Bus,,"Mauer, Abzweigung B45",,,,12,node/2640322493,eb1d2cff-2a3f-4bfd-95e7-59e1b5d9202e,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000A128EA9A899D1D418464D931CBD85441
Bus,,"Mauer, Ortsein-/ausgang",,,,13,node/2739426843,458b7492-8503-4cfd-92a1-7ba4b26f7564,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E86400008404948FFC9C1D4155464B459DD95441
Bus,,"Mauer, Ortsein-/ausgang",,,,14,node/2739426844,9c80df5c-91af-47ca-afc2-8fb554c24095,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E86400002A27A497859D1D41A3908DF570D95441
Bus,,"Mauer, Alte Post",,,,15,node/2739443954,905ad84e-7fcc-4fc6-8455-a5127459af9a,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000D174B4767BA01D41DE15662A16D95441
Bus,,Mauer Alte Post,,,,16,node/2739443955,ac0c055a-436f-4252-908d-ecbc43607b69,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000737368F288A01D41F5C4941F14D95441
Bäckerei,,Bäckerei Frick,,,,17,node/3309531204,27e29e5b-0d3f-479c-a935-ac9fd4d0afb5,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E86400004D669499FDA11D4168DD6DF91BD95441
Apotheke,,Weinberg-Apotheke,Sinsheiner Straße,5,,18,node/3309532172,9465bd40-94c3-481e-8b5b-94c521a621d7,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E86400000D1243421BA21D41373674B119D95441
Bäckerei,,Frick,,,im REWE,19,node/3350830832,1531db72-11c2-43f7-9cfc-f14d966c67f8,2,osm,2023-03-12 11:02:27,2023-03-12 11:02:27,0101000020E8640000A7F78AEC169D1D4161EA7F74E3D95441
Spielplatz,,Im Neurott,,,,1,way/389984752,36126099-3823-45ae-a864-fdf01b346c96,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E8640000AED27384DC6C1D410A3AD5CD2DDA5441
Spielplatz,,Am Römerhof,,,,2,way/389984754,ebbfb9d6-3816-47c6-bd42-8dfb2539abec,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E864000014463241E0711D4107979F0574D95441
Spielplatz,,Smaragdweg,,,,3,way/390533633,98ab21bd-2d37-40ce-9394-24822fdee712,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E86400006A8E3A50AB6B1D416BD0DAA09ED95441
Spielplatz,,,,,,4,way/390820810,f88e4dbb-da37-40d0-820b-87e59852081b,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E8640000DFE9D8D314681D41494C4373D4D95441
Spielplatz,,,,,,5,way/390884272,de143392-8089-439a-96fa-844acaf05231,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E8640000A21322D3C86F1D41233FD40B88D95441
Grün,,,,,,6,way/632490437,000089c3-3cb3-4e81-88b7-4912704f2244,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E8640000B8441638826C1D4112B7FCE840D95441
Bus,,Ochsenbacher Straße,,,,7,node/765264126,eb09643d-0297-4edc-a558-a59f33d5bde6,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E864000083EEF25CCE6C1D411D6B5AD63DD95441
Bus,,Ochsenbacher Straße,,,,8,node/765264127,1e9acdd6-9383-4367-aab2-7f21a6ea25af,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E86400001E3174305B6C1D4155521EAF3AD95441
Bus,,Gauangelloch Nord,,,,9,node/1864740484,06adcc6f-d8a4-4557-b2e8-78de6806ac7d,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E86400008F4CA986496B1D41DBC26C16F9D95441
Bus,,Gauangelloch Nord,,,,10,node/1864740485,293329e8-ca35-48db-bef1-d434e3e843d7,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E8640000F998209E736B1D4188742CD6FCD95441
Bus,,Gauangelloch Schwanen,,,,11,node/1864740488,c91243af-d2cb-4f8b-8903-c808894f49e8,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E86400003FE6390D8E6E1D418F4F27A665D95441
Bus,,Gauangelloch Schwanen,,,,12,node/1864740489,306f0143-4299-4746-aab4-90e699deb8f2,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E8640000A54AE4CD2A6E1D41D7E448D565D95441
Kita,,Friedrich-Fröbel-Kindergarten Gauangelloch,Hanfackerweg,4,,13,node/2131996083,3a479c42-22e4-454c-841c-31b3271a0c78,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E86400000047A3842B6C1D41816F31AF51D95441
Bäckerei,,Holzofenbäckerei Emert,Ochsenbacher Straße,13,,14,node/2915823047,1167b5ca-8ddb-45aa-9833-98dc309a4ffd,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E8640000E6C4C2F22B6E1D41758BDF533ED95441
Bus,,Gauangelloch Schwanen,,,,15,node/3778817423,ef4a4f63-e7f1-42c1-ab67-5471b3cda622,3,osm,2023-03-12 12:22:58,2023-03-12 12:22:58,0101000020E864000038FF2972D66F1D415073D3E951D95441
Spielplatz,,,,,,1,way/33062393,99dfdc54-195b-462c-956e-08487e812c6e,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000F303B406C7C71C4186FE35D2B1E75441
Spielplatz,,,,,,2,way/38082840,8fc398d6-b8ea-4c80-8e84-5c05b1452680,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000966DEE05F4C81C416BC9221750E75441
Grün,,Festwiese,,,,3,way/54258337,c6327c0f-72ec-47f1-b2b8-bb2a48a8b5eb,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400005AB67E14DFC51C4100C277CA49E75441
Spielplatz,,,,,,4,way/71897891,5d3e6525-c85f-4f10-acb7-d6e9e9db4d2f,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000089FF545EF4CD1C41D67B04503CE75441
Grün,,Carl-Benz-Park,,,,5,way/156212169,f13ccf02-1ba2-48fd-bc96-dbe662519e9c,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000EDACEDC1CAC51C414E043CA06BE75441
Kita,,Haus des Kindes (Schülerhort),Lustgartenstraße,12,,6,way/180604100,de57ee08-1ce4-4496-b0d8-a0e2259de6ad,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400005117D80B1DCA1C41C887E62B54E75441
Kita,,Städtische Kindertagesstätte Römernest,Lustgartenstraße,8,,7,way/180604163,a782243f-e698-4e64-a24a-1647e1199828,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400004CEDEEE2CCC91C41234C5A1460E75441
Kita,,St. Joseph Kindergarten,Rheingaustraße,15,,8,way/181567323,a7ce8a95-364d-4d17-ab1d-910220c562c8,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000014B7A30E31CA1C416B1E2C84BDE75441
Kita,,Guenther'scher Kindergarten,Eponastraße,12,,9,way/216374016,dc656049-3d44-4011-a3f2-49f4d43b9ec2,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000042B3BBFC50CE1C41A89A1FFA49E75441
Bus,,Ladenburg Am Graben,,,,10,node/314980618,05b441c4-3fb7-4d63-a26f-e5ff90506bb4,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000044502AA343CF1C41C47EF3DBB3E75441
Bus,,Ladenburg Ruckelshausen,,,,11,node/314980619,918ff0f4-e3b4-475c-b925-866475b9cba3,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000160843D475CF1C415D5644ABB0E75441
Grün,,,,,,12,way/318155983,42f21ec9-b1ab-4095-81ed-988a71544680,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000048FD63D897CD1C41FBEBABD5B2E75441
Bus,,Ladenburg Schwarzkreuzstraße,,,,13,node/336636279,7cf8f5d5-242c-44b5-a8d0-04a71203206f,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000018C0B3BB6FCB1C41152D0F1AE7E75441
Bus,,Ladenburg Carl-Benz-Platz,,,,14,node/336636284,b86d09f1-c606-456a-93c7-dfe4a6f4a30c,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000DF45F63CDEC61C41B76B23BB7AE75441
Bus,,Ladenburg Wallstadter Straße,,,,15,node/336636290,ecbbb0ac-fb43-41dd-abf0-2dfb911bb415,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000526685B65AC71C418DDBB65F92E75441
Bus,,Ladenburg Bahnhofstraße,,,,16,node/336636295,2c91dfcc-8231-4001-95c6-b6da593ce8a0,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000015149D275CC21C4178C6CD889BE75441
Bus,,Ladenburg Ankerplatz,,,,17,node/474658349,6853dda2-d9ad-48b7-885a-ef93db399857,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000E6A1654704C71C419BF738E13DE75441
Supermarkt,ALDI Süd,ALDI Süd,,,,18,node/579970033,a9b3b8ec-4dec-4db1-bd1a-3be81ee54d0b,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000928081CBD8C51C412F4A210805E85441
Supermarkt,EDEKA,EDEKA,Wallstadter Straße,53,,19,node/581125796,23de83c4-d299-4c20-b3aa-54656ee12b09,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400006FCD152FA9C51C419F888825FFE75441
Drogerie,dm,dm,Wallstadter Straße,,,20,node/581126587,5cfdf4b6-6f93-46b1-9f6b-ab6aff96bbd8,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000024B9D7344FC51C41CC6A2DA8F1E75441
Bus,,Ladenburg Jupiterplatz,,,,21,node/667330157,e2ef47a7-5c55-4df1-80e3-f8d83b2bd290,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000A3A4FD219CCF1C41889121FC49E75441
Bus,,Ladenburg Bahnhofstraße,,,,22,node/667504905,f781edc9-8dd9-4a2e-8980-2d7b44665dad,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000C07639A63EC21C4147944C1699E75441
Bus,,Ladenburg Domitianstraße,,,,23,node/670802888,e528767f-d9d3-405d-ad0d-c4605792661a,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400008E9C9E2804CA1C41CB62CE7F09E75441
Bus,,Ladenburg Domitianstraße,,,,24,node/670802889,695ee3b5-194a-4d76-ae6a-cf2b2892fc8b,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400006BF3073C6DCA1C414842A83D0FE75441
Bus,,Ladenburg Jupiterplatz,,,,25,node/772477301,2379009f-e1f5-470b-b97f-2581a299028c,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000ADC9A57656CF1C41B2E50C5F4AE75441
Bäckerei,,Bäckerei Tschakert,,,,26,node/1866279226,0ba9ecda-6a22-4ca8-b926-482bc6a2b351,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000060EC1D74D0C51C41037E260984E75441
Hausarzt,,Dr. Richard Michel,,,,27,node/1866279227,a8e0d809-0b47-40a4-b0fb-504e1ddc93c1,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000093BA7AE583C61C41962F7C8177E75441
Bäckerei,,Herzhaft-Süß,Hauptstraße,10,,28,node/1909660312,18de771b-b33a-4330-93a0-5aa82832e639,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000019412D434C91C41DD8FE1CB7DE75441
Bäckerei,,K&U Bäckerei,,,Bäckerei im EDEKA,29,node/1913708290,3e7d855e-2df0-4a78-adda-6c6ca3f2acaa,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000A3CEB9B887C51C413EB5CDCFFCE75441
Apotheke,,Dr. Fuchs'sche Apotheke,,,,30,node/2257588724,fb2ee4bc-794a-4b1b-9063-e916f6ce7e3d,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000093B3CBB936CC1C41908DC43D94E75441
Bäckerei,,Bäckerei Riegler,,,,31,node/2257588731,f9afdc03-f5d1-48bc-a159-4e47d64fbeda,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400004A002378E8CB1C4193EF37F690E75441
Bus,,Ladenburg Ankerplatz,,,,32,node/2441693122,a15130f8-edb5-4ad2-a4cb-6c722c7a92b0,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000715F8A5CBFC61C412DD7FDB238E75441
Bäckerei,,Bäckerei Riegler,Bahnhofstraße,21,,33,node/2932302728,3d372993-b19d-4042-80cd-1d0bb7922fa4,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000E739DAA3D9C41C417C69B2C18AE75441
Apotheke,,Galenus-Apotheke,,,,34,node/2932302729,e0783e92-ba95-4657-8de7-72b8f97e81d2,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000E4A47E664BC51C4184BEAD7287E75441
Apotheke,,Kronen Apotheke,,,,35,node/2932381577,64610497-5280-4c70-ac00-16f82183131e,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E864000055185F1352C91C4170029FE97EE75441
Bus,,Ladenburg Martinstor,,,,36,node/3152017154,d5247cf9-58d8-41c4-a56f-0e6835df356b,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000B3131FEDA3C81C410294A83FD6E75441
Kita,,Bärenstarke Kinder - Private Kinderkrippe,Kurzgewannstraße,1,,37,node/4853165921,56059930-89a6-42ad-a3c8-c0d599ff2b12,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400009A27703C9DCD1C4141BF0BB0DBE75441
Kita,,AWO Kindervilla,Bahnhofstraße,19,,38,node/4853952122,1c78cabc-8426-4251-aae1-57b9e59dfc72,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E8640000AF50126E67C41C419D4ADFFB90E75441
Bus,,Ladenburg Pflastermühle,,,,39,node/5245460534,a82f7271-23dd-464b-926c-15f6f9793130,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400003C1C588CCEC61C41FB4FFBCAD5E75441
Bus,,Ladenburg Carl-Benz-Platz,,,,40,node/7319247063,be23f26c-1946-4ee2-98ab-cc49e4597428,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400008DFFC0613BC61C41638C8A4C7CE75441
Bus,,Ladenburg Bahnhof,,,SEV-Haltesteig,41,node/8145180153,b50c0d06-5c9d-45d4-bbf5-0f63cf7e2451,4,osm,2023-03-13 08:45:42,2023-03-13 08:45:42,0101000020E86400007FFF6663A2C21C41E1AD74F1B9E75441
Grün,,,,,,1,way/28526907,5f74d8c3-9126-4b3b-a91d-53048ac91117,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E864000058FFEE5C51111D415D893E0C3CE55441
Supermarkt,Kaufland,Kaufland,Gewerbestraße,19,,2,way/161446208,cfdd8d37-b638-48e1-b084-eae2ffe49adf,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000B63DA55CC2081D417E22FB939CE55441
Drogerie,dm,dm-drogerie markt,Gewerbestraße,1,,3,way/161446227,c3ec3f0b-aa13-4cb6-8e2c-e4b4537346c8,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000ACD2DA6A230A1D41930452AFB7E55441
Spielplatz,,,,,,4,way/232858785,d3a1a447-b4b0-4099-9984-290ddd9cb412,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E864000013CA9AF1C5091D4140CFA9145EE55441
Spielplatz,,,,,,5,way/232867112,a244194b-0548-42fa-98f7-14db878040bd,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000760E66FFD5081D41AC5FEDC61EE55441
Spielplatz,,,,,,6,node/272051601,8de041b6-146c-402e-8371-5c817d459067,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400003771255E150B1D415BB0F80A32E55441
Apotheke,,Helmina,,,,7,node/283105610,cfdf1d86-b4fb-486b-b4c4-bf4dee7186a0,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400003546F3B81B0F1D414D5DF6711DE55441
Bus,,"Gassenweg '"Neuer Friedhof'"",,,,8,node/305980105,3f176157-8758-4de6-8b34-2af7105bac96,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400002CE87B2EED101D4116A06A3E87E55441
Bus,,"Neubaugebiet West 2 '"Kaufland'"",,,,9,node/311338987,904d79a0-3762-4b03-bbbc-e4d53b577ce6,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000D7B01ADBB5091D414A660F30A5E55441
Bus,,Parkplatz Rathaus,,,,10,node/312751763,a38f43e5-8b14-4e61-a595-8435d56d3225,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000B87408F135111D41025947A039E55441
Bäckerei,,Bäckerei Riegler,Bahnhofstraße,2,,11,node/312753670,3ab63e08-bf6b-4cb9-8d83-18b38647c887,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000B8059F8EB2101D41A685BBB32DE55441
Bus,,Taxiplatz OEG Bahnhof,,,,12,node/313315458,3f942e31-c921-4517-a72c-224845684cc3,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400004BCE0473F60D1D41287247A60DE55441
Bus,,Osmiastraße 8,,,,13,node/403344538,985181c9-98ab-48a9-bd3b-1e9e6618615a,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000A4030F96DE0E1D411BF2FAAC2BE55441
Kita,,Kinderkrippe Dreikäsehoch,Anne-Frank-Straße,36,,14,way/423490493,e3493408-2de7-47c7-84e1-c5b6099c6429,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400008BDCF972060B1D418153369082E55441
Spielplatz,,,,,,15,way/484726840,7fcae50f-db29-45f8-9c47-76d70c28e057,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400000620C41D890A1D4163E2CF76EAE55441
Supermarkt,nah & gut,nah und gut Weismehl,,,,16,node/631586701,57e982f0-8ebf-42ea-989c-b1b659b4ca16,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000EB562BF6C6101D41367BBAF226E55441
Hausarzt,,Dr. Otmar Carewicz,,,,17,node/2409573573,e5f96453-a182-49c0-9d67-f987dec68b38,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400005ED16319CF0F1D4166E85B5147E55441
Bäckerei,,Bäckerei Rutz,,,,18,node/2411655192,7c80a4cc-d0d0-4c11-bb54-25ac92355d12,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000ACEBFA576F091D41136F83B19BE55441
Bäckerei,,Bernauer,,1,,19,node/2418668440,e312f2d5-248a-4fe8-8032-9d1361f7fd85,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E86400005A23EE8FBB0D1D411A55EB4308E55441
Apotheke,,easyApotheke Dossenheim,Gewerbestraße,9-11,,20,node/2967145673,80274490-0eb4-4cae-b169-66bebf5340b2,5,osm,2023-03-28 10:00:46,2023-03-28 10:00:46,0101000020E8640000F76520A0320A1D410EBFD6C19DE55441
Spielplatz,,Schmaler Kamp,,,,1,way/26727649,e28915ee-dbcb-4b61-8345-5692f7dee3c2,6,osm,2023-03-15 11:24:41,2023-03-15 11:24:41,0101000020E8640000D461C1C1E2A61941AC995DB7FFF25541
Spielplatz,,Ritterspielplatz,,,,2,way/26747113,15ddad38-e50c-49bc-af79-1a39d4e6fb68,6,osm,2023-03-15 11:24:41,2023-03-15 11:24:41,0101000020E86400006A404E3CD1B019418213D280C5F15541
